StartDeltaMS	LastScanDeltaMS	Left Output Current	Right Output Current	Pose X	Pose Y	Pose Angle	Right Actual Velocity [in/s]	Left Actual Velocity [in/s]	kalman X	kalman Y	kalman Theta	kalman Vr	kalman Vl	Cov(X,X)	Cov(X,Y)	Cov(X,Theta)	Cov(X,Vr)	Cov(X,Vl)	Cov(Y,X)	Cov(Y,Y)	Cov(Y,Theta)	Cov(Y,Vr)	Cov(Y,Vl)	Cov(Theta,X)	Cov(Theta,Y)	Cov(Theta,Theta)	Cov(Theta,Vr)	Cov(Theta,Vl)	Cov(Vr,X)	Cov(Vr,Y)	Cov(Vr,Theta)	Cov(Vr,Vr)	Cov(Vr,Vl)	Cov(Vl,X)	Cov(Vl,Y)	Cov(Vl,Theta)	Cov(Vl,Vr)	Cov(Vl,Vl)	Elevator: Target Position [in]	Elevator: Postion [in]	Elevator: Velocity [in/sec]	Elevator: AccelNu [in/sec^2]	Elevator: At Target Position?	Elevator: Scale Height Bump Amount:	State: Elevator	Infeed: Left Target Arm Position	Infeed: Right Target Arm Position	Infeed: L Position	Infeed: R Position:	Infeed: L/R Arms Homed?	State: Infeed	Carriage: LimitSwitch	Carriage: VBus Cmd	State: Carriage	Climber: Current	
3850	13	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.003	-0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3867	16	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3882	15	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.003	-0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3902	20	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3922	19	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3937	15	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3957	20	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3975	18	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3990	15	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4025	35	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.003	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4043	18	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4068	24	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4087	19	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4107	20	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4123	16	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4148	25	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.003	-0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4168	19	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4185	16	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4204	19	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4223	19	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4240	16	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.295	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4271	30	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.297	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4288	17	0.0	0.12	140.31857286139024	46.038225399369736	2.289999961853027	0.0	0.0	140.319	46.038	2.293	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4311	22	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.292	-0.003	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4330	18	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.291	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4346	16	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4366	19	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4399	32	0.0	0.12	140.31857286139024	46.038225399369736	2.2899999618530273	0.0	0.0	140.319	46.038	2.29	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4421	21	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.296	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4440	18	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.298	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4462	22	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.299	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4495	32	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4522	27	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4541	19	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4564	22	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4584	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4606	21	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4634	28	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4654	19	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4673	18	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4690	17	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4711	21	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4728	16	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4752	23	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4775	23	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4786	10	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4799	13	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4819	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.009	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4834	15	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4850	16	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4883	32	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4904	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4916	11	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
