StartDeltaMS	LastScanDeltaMS	Left Output Current	Right Output Current	Pose X	Pose Y	Pose Angle	Right Actual Velocity [in/s]	Left Actual Velocity [in/s]	kalman X	kalman Y	kalman Theta	kalman Vr	kalman Vl	Cov(X,X)	Cov(X,Y)	Cov(X,Theta)	Cov(X,Vr)	Cov(X,Vl)	Cov(Y,X)	Cov(Y,Y)	Cov(Y,Theta)	Cov(Y,Vr)	Cov(Y,Vl)	Cov(Theta,X)	Cov(Theta,Y)	Cov(Theta,Theta)	Cov(Theta,Vr)	Cov(Theta,Vl)	Cov(Vr,X)	Cov(Vr,Y)	Cov(Vr,Theta)	Cov(Vr,Vr)	Cov(Vr,Vl)	Cov(Vl,X)	Cov(Vl,Y)	Cov(Vl,Theta)	Cov(Vl,Vr)	Cov(Vl,Vl)	Elevator: Target Position [in]	Elevator: Postion [in]	Elevator: Velocity [in/sec]	Elevator: AccelNu [in/sec^2]	Elevator: At Target Position?	Elevator: Scale Height Bump Amount:	State: Elevator	Infeed: Left Target Arm Position	Infeed: Right Target Arm Position	Infeed: L Position	Infeed: R Position:	Infeed: L/R Arms Homed?	State: Infeed	Carriage: LimitSwitch	Carriage: VBus Cmd	State: Carriage	Climber: Current	
6133	28	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6144	11	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6166	22	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6200	34	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6218	18	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.001	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6234	16	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6254	17	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6269	14	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6289	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6322	33	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6339	17	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6362	23	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6373	11	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6397	24	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6412	15	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6444	32	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6462	18	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6481	19	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6494	12	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6516	22	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6537	21	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6567	29	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6587	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6611	23	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6631	19	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6646	15	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6669	22	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6700	30	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6721	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6739	18	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6756	16	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6768	12	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6786	18	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6824	38	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6841	17	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6852	10	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6870	18	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6892	22	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6908	16	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6936	27	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6952	16	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6967	14	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6985	17	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7009	24	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7028	19	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7047	18	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7065	18	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7085	19	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7096	11	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7107	11	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.009	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7120	13	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.009	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7137	17	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7163	26	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
