StartDeltaMS	LastScanDeltaMS	Left Output Current	Right Output Current	Pose X	Pose Y	Pose Angle	Right Actual Velocity [in/s]	Left Actual Velocity [in/s]	kalman X	kalman Y	kalman Theta	kalman Vr	kalman Vl	Cov(X,X)	Cov(X,Y)	Cov(X,Theta)	Cov(X,Vr)	Cov(X,Vl)	Cov(Y,X)	Cov(Y,Y)	Cov(Y,Theta)	Cov(Y,Vr)	Cov(Y,Vl)	Cov(Theta,X)	Cov(Theta,Y)	Cov(Theta,Theta)	Cov(Theta,Vr)	Cov(Theta,Vl)	Cov(Vr,X)	Cov(Vr,Y)	Cov(Vr,Theta)	Cov(Vr,Vr)	Cov(Vr,Vl)	Cov(Vl,X)	Cov(Vl,Y)	Cov(Vl,Theta)	Cov(Vl,Vr)	Cov(Vl,Vl)	Elevator: Target Position [in]	Elevator: Postion [in]	Elevator: Velocity [in/sec]	Elevator: AccelNu [in/sec^2]	Elevator: At Target Position?	Elevator: Scale Height Bump Amount:	State: Elevator	Infeed: Left Target Arm Position	Infeed: Right Target Arm Position	Infeed: L Position	Infeed: R Position:	Infeed: L/R Arms Homed?	State: Infeed	Carriage: LimitSwitch	Carriage: VBus Cmd	State: Carriage	Climber: Current	
2605	19	0.0	0.12	40.74242884534745	46.00835852649634	0.00999999977648258	0.0	0.0	40.742	46.008	0.01	0.006	0.006	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2627	22	0.0	0.12	40.74242884534745	46.00835852649634	0.00999999977648258	0.0	0.0	40.742	46.008	0.01	0.004	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2667	39	0.0	0.12	40.74242884534745	46.00835852649634	0.00999999977648258	0.0	0.0	40.742	46.008	0.01	0.004	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2685	18	0.0	0.12	40.74242884534745	46.00835852649634	0.00999999977648258	0.0	0.0	40.742	46.008	0.01	0.003	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2705	19	0.0	0.12	40.74242884534745	46.00835852649634	0.00999999977648258	0.0	0.0	40.742	46.008	0.01	0.005	0.005	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2724	19	0.0	0.12	40.74242884534745	46.00835852649634	0.00999999977648258	0.0	0.0	40.742	46.008	0.01	0.004	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2746	21	0.0	0.12	40.74242884534745	46.00835852649634	0.00999999977648258	0.0	0.0	40.742	46.008	0.01	0.004	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2767	21	0.0	0.12	40.74242884534745	46.00835852649634	0.00999999977648258	0.0	0.0	40.742	46.008	0.01	0.005	0.006	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2796	29	0.0	0.12	40.74242884534745	46.00835852649634	0.00999999977648258	0.0	0.0	40.742	46.008	0.01	0.004	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2811	15	0.0	0.12	40.74242884534745	46.00835852649634	0.00999999977648258	0.0	0.0	40.742	46.008	0.01	0.003	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2832	20	0.0	0.12	40.74242884534745	46.00835852649634	1.5530052155583576E-18	0.0	0.0	40.742	46.008	0.004	0.005	0.005	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2850	18	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.001	0.004	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2865	14	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.005	0.005	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2884	18	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.005	0.005	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2920	35	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.004	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2939	19	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.003	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2956	17	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.004	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2972	16	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.005	0.005	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
2990	17	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.005	0.005	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3007	17	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.005	0.005	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3032	24	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.005	0.005	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3052	20	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.004	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3073	20	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.004	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3093	19	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.004	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3107	14	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.005	0.005	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3124	17	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.005	0.005	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3159	35	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.005	0.005	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3175	16	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.003	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3187	12	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.005	0.005	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
3216	29	0.0	0.12	40.74242884534745	46.00835852649634	0.0	0.0	0.0	40.742	46.008	0.0	0.005	0.005	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	1.3636363636363635	3.0	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
